query,question,iter,flag,hardness
SELECT Name FROM roller_coaster WHERE Length < 500 ORDER BY Name DESC,"What are the names of all roller coasters shorter than 500 meters, listed in descending alphabetical order?",2,True,medium
"SELECT T1.Name, T2.Population FROM roller_coaster AS T1 JOIN country AS T2 ON T1.Country_ID = T2.Country_ID WHERE T1.Length > 500 AND T2.Population > 50000000 LIMIT 10",What are the names and countries' populations of the 11th to 20th roller coasters that are longer than 500 and locate in countries with population more than 50 million?,3,True,hard
"SELECT T1.Name, T2.Name FROM roller_coaster AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID",What are the names of roller coasters located in the same country?,6,False,medium
SELECT T1.Name FROM roller_coaster AS T1 JOIN country AS T2 ON T1.Country_ID = T2.Country_ID WHERE T2.Population < 1000000 OR T1.Height > 50 OR T1.Country_ID NOT IN (SELECT Country_ID FROM country WHERE Area < 100000) ORDER BY T1.Length ASC,"What are the names of the roller coasters from countries with a population less than 1 million, or a height greater than 50, or not from countries with an area less than 100000 square kilometers, listed in ascending order of length?",2,True,extra
SELECT Name FROM roller_coaster WHERE Country_ID = 10 AND Height > 50 AND Length BETWEEN 100 AND 200 GROUP BY Name HAVING COUNT(Status) > 1 LIMIT 10,"What are the names of the roller coasters in country with id 10, with height more than 50, length between 100 and 200, and with more than one status, listed 11th to 20th?",6,False,hard
"SELECT T1.Name, T2.Name, COUNT(T1.Roller_Coaster_ID) FROM roller_coaster AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID WHERE T1.Length > 100 OR T2.Height < 50 OR T1.Country_ID IN (SELECT Country_ID FROM country WHERE Population > 1000000)","What are the names of roller coasters from the same country, where either of them is longer than 100 meters or shorter than 50 meters, or is located in a country with a population of over 1,000,000, and how many such pairs exist?",6,False,extra
"SELECT T1.Name, COUNT(T2.Name) FROM roller_coaster AS T1 JOIN country AS T2 ON T1.Country_ID = T2.Country_ID WHERE T1.Park != 'Disneyland' ORDER BY T1.Name ASC LIMIT 10","What are the names of roller coasters not in Disneyland, along with the number of countries they are located in, listed in alphabetical order from the 11th to the 20th?",6,False,extra
"SELECT T1.Name, AVG(T1.Length) FROM roller_coaster AS T1 JOIN country AS T2 ON T1.Country_ID = T2.Country_ID WHERE T1.Height >= 50 ORDER BY T1.Name ASC LIMIT 10","What are the names and average lengths of the next 10 roller coasters, ordered alphabetically by name, that are at least 50 units in height?",5,True,extra
SELECT Name FROM roller_coaster WHERE Length > 1000 OR Speed = 'Fast' ORDER BY Height DESC,"What are the names of the roller coasters that are either longer than 1000 units or have a speed of 'Fast', listed in descending order of their heights?",2,True,hard
"SELECT T1.Name, AVG(T1.Height) FROM roller_coaster AS T1 WHERE T1.Country_ID IN (SELECT Country_ID FROM country WHERE Name = 'USA') GROUP BY T1.Name",What are the names of roller coasters in the USA and their average height?,2,True,extra
"SELECT T2.Name, COUNT(T1.Roller_Coaster_ID) FROM roller_coaster AS T1 JOIN country AS T2 ON T1.Country_ID = T2.Country_ID WHERE T1.Length > 100 AND T1.Height < 50 AND T1.Speed LIKE '%mph' AND EXISTS (SELECT * FROM country WHERE T2.Country_ID = T1.Country_ID) GROUP BY T2.Name","What are the names of countries and the number of roller coasters with length over 100, height under 50, and speed measured in mph in each country?",4,True,extra
"SELECT T1.Name, T2.Name FROM roller_coaster AS T1 JOIN country AS T2 ON T1.Country_ID = T2.Country_ID JOIN country AS T3 ON T2.Country_ID = T3.Country_ID WHERE T1.Length <= 100",What are the names of the roller coasters and the countries where the length of the roller coaster is less than or equal to 100 meters?,2,True,hard
"SELECT T1.Name, COUNT(T2.Length) FROM roller_coaster AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID WHERE T2.Length > 100 OR T1.Name = 'Roller' OR EXISTS (SELECT * FROM country WHERE country.Country_ID = T2.Country_ID)","What are the names of roller coasters and the number of roller coasters over 100 meters in length in the same country, or named 'Roller', or located in any country?",6,False,extra
"SELECT T1.Name, T2.Name FROM roller_coaster AS T1 JOIN roller_coaster AS T2 ON T1.Country_ID = T2.Country_ID WHERE T1.Length BETWEEN 500 AND 2000 AND EXISTS (SELECT 1 FROM country WHERE Country_ID = T1.Country_ID) ORDER BY T1.Height DESC LIMIT 10","What are the names of the 10 longest roller coasters, in descending order of height, from countries with existing records, that are between 500 and 2000 meters in length?",6,False,extra
