query,question,iter,flag,hardness
"SELECT T1.lname, COUNT(T2.title) FROM Artists AS T1 JOIN Paintings AS T2 ON T1.artistID = T2.painterID WHERE T1.birthYear > 1800 GROUP BY T1.lname ORDER BY T1.lname ASC","For each artist born after 1800, what is their last name and the total number of paintings they have created, listed in ascending order by last name?",3,True,extra
"SELECT T1(fname), COUNT(DISTINCT T2.paintingID), SUM(T2.year) FROM Artists AS T1 JOIN Paintings AS T2 ON T1.artistID = T2.painterID GROUP BY T2.year HAVING SUM(T2.year) >= 1000","What are the names of artists who have paintings in total sum year of creation at least 1000, grouped by year of creation?",6,False,extra
SELECT lname FROM Artists WHERE fname = 'John' AND birthYear > (SELECT MIN(year) FROM Paintings) ORDER BY lname ASC LIMIT 10,"What are the last names of the 11th to 20th artists named John who were born after the earliest known painting year, listed in ascending order?",2,True,extra
"SELECT T1.lname, COUNT(DISTINCT T2.title) FROM Artists AS T1 JOIN Paintings AS T2 ON T1.artistID = T2.painterID WHERE T2.year BETWEEN 1700 AND 1800 GROUP BY T1.lname HAVING MIN(T1.birthYear) IS NOT NULL ORDER BY T1.lname ASC","What is the number of distinct painting titles by artists born before 1800, listed alphabetically by last name?",6,False,extra
SELECT COUNT(*) FROM Artists WHERE birthYear < 1900,How many artists were born before 1900?,2,True,easy
SELECT COUNT(paintingID) FROM Paintings WHERE painterID != 100 LIMIT 10,"What is the number of paintings not created by the artist with ID 100, from the 11th to the 20th in the overall list?",6,True,medium
"SELECT T1.fname, T2.year, COUNT(DISTINCT T2.title) FROM Artists AS T1 JOIN Paintings AS T2 ON T1.artistID = T2.painterID WHERE T1.birthYear BETWEEN 1800 AND 1900 AND T2.year > 1850 GROUP BY T2.year ORDER BY T2.year ASC","What are the first names of artists born between 1800 and 1900, the years they created paintings after 1850, and the number of distinct titles of these paintings, listed in ascending order by year?",6,False,extra
"SELECT T1.fname, T1.lname FROM Artists AS T1 WHERE T1.birthYear > 1850 AND T1.artistID IN (SELECT T2.painterID FROM Paintings AS T2 WHERE T2.year > 1900) AND T1.lname = 'Monet'",What are the first and last names of artists with the last name Monet who were born after 1850 and painted after 1900?,6,True,extra
"SELECT T1.lname, T1.fname, MAX(T2.year), MIN(T2.year) FROM Artists AS T1 JOIN Paintings AS T2 ON T1.artistID = T2.painterID WHERE T2.title = 'The Night Watch' ORDER BY T1.lname ASC","Who painted 'The Night Watch' and what are the earliest and latest years they painted it, listed alphabetically by last name?",2,True,hard
"SELECT T1.fname, T1.lname FROM Artists AS T1 JOIN Paintings AS T2 ON T1.artistID = T2.painterID JOIN Sculptures AS T3 ON T1.artistID = T3.sculptorID LIMIT 10",What are the first names and last names of the 11th to 20th artists who have created both paintings and sculptures?,4,True,hard
"SELECT COUNT(title), painterID FROM Paintings WHERE year < 1900 OR height_mm > 200 GROUP BY painterID ORDER BY COUNT(title) DESC LIMIT 10","What are the painterIDs of the top 10 painters (11th to 20th) with the most paintings, where the paintings were either created before 1900 or have a height greater than 200mm?",6,False,extra
SELECT lname FROM Artists WHERE birthYear != 1850 ORDER BY deathYear DESC LIMIT 10,"What are the last names of the 11th to 20th artists by death year, excluding those born in 1850?",2,True,hard
"SELECT T1.lname, T2.fname FROM Artists AS T1 JOIN Artists AS T2 ON T1.artistID = T2.artistID WHERE T1.lname = T2.fname ORDER BY T1.lname DESC","What are the pairs of last names and first names of artists where the last name matches the first name, listed in descending order by last name?",2,True,hard
"SELECT A.fname, A.lname, P.title FROM Artists A JOIN Paintings P ON A.artistID = P.painterID WHERE P.year BETWEEN 1600 AND 1800 AND EXISTS (SELECT 1 FROM Sculptures S WHERE S.sculptorID = A.artistID AND S.year > 1600) LIMIT 10","What are the names and painting titles of artists who created paintings between 1600 and 1800 and also created sculptures after 1600, listed from the 11th to the 20th result?",3,True,extra
