query,question,iter,flag,hardness
"SELECT COUNT(DISTINCT FlightNo), Airline FROM flights WHERE Airline BETWEEN 1 AND 10 OR FlightNo >= 17 GROUP BY Airline;","For each airline with id between 1 and 10, or flight number greater than or equal to 17, how many unique flight numbers does it have?",2,True,hard
"SELECT uid, Airline FROM airlines WHERE uid BETWEEN 1 AND 10 GROUP BY Airline",What are the airlines for the first 10 airline ids?,6,False,medium
"SELECT COUNT(DISTINCT l.SourceAirport), l.SourceAirport FROM flights AS l WHERE l.Airline BETWEEN 1 AND 10 OR l.FlightNo NOT IN (SELECT MIN(FlightNo) FROM flights WHERE  Airline >= 44) GROUP BY l.SourceAirport;",What are the source airports and their counts for airlines with id between 1 and 10 or flights that are not the smallest flight number for airlines with id 44 and above?,6,False,extra
"SELECT T1.Airline, T2.CountryAbbrev AS DestCountry, T3.CountryAbbrev AS SourceCountry FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport = T2.AirportCode JOIN airports AS T3 ON T1.SourceAirport = T3.AirportCode WHERE T1.Airline BETWEEN 1 AND 10 AND T1.FlightNo < 54","What are the airlines, destination countries, and source countries for flights with airline codes between 1 and 10 and flight numbers less than 54?",6,False,hard
"SELECT MAX(Airline), Airline FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode AND airports.AirportCode = flights.SourceAirport ORDER BY Airline DESC",Which airline has the most flights with the same source and destination airport codes when ordered in descending order?,6,False,medium
SELECT y.uid FROM airlines AS y WHERE uid NOT IN (SELECT uid FROM airlines WHERE  uid >= 1 LIMIT 6) ORDER BY y.uid ASC,What are the airline ids after the first 6 airlines in ascending order of their airline ids?,3,True,extra
SELECT Abbreviation FROM airlines WHERE uid < 15 GROUP BY Abbreviation HAVING MAX(uid) > 57,What are the abbreviations of airlines with a range of airline ids that include a number greater than 57 and less than 15?,6,False,medium
SELECT SUM(FlightNo) FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE FlightNo != 60 LIMIT 10,"What are the sum of flight numbers, excluding flight 60, of the 11th to 20th flights to each airport, ordered by which airport they are flying to?",6,False,hard
"SELECT COUNT(DISTINCT a.Airline), COUNT(DISTINCT d.DestAirport) FROM flights AS d JOIN airlines AS a ON d.Airline = a.uid WHERE d.FlightNo <= 66;",What are the number of unique airlines and destination airports for flights with a flight number less than or equal to 66?,4,True,extra
"SELECT COUNT(DISTINCT DestAirport), SourceAirport FROM flights WHERE FlightNo BETWEEN 1 AND 10 GROUP BY SourceAirport","For each source airport, how many unique destination airports are there for flights with numbers between 1 and 10?",2,True,medium
